Topic,Question,Option 1,Option 2,Option 3,Option 4,Answer
awards and honors,"
6.  ""मिस यूनिवर्स 2014"" का ख़िताब किसने जीता ?
",    नोयोनिता (भारत),    डियाना हरकुशा (यूक्रेन),    निया सैन्शेज (अमेरिका),    पौलिना वेगा (कोलम्बिया),D
awards and honors,"
7.  ""मार्टिन लूथर किंग जूनियर"" पुरस्कार निम्न में से किसे मिला ?
",    मिथिलेश्वर ,    चित्रा मुद्गल ,    फ्रैंक इस्लाम ,    गुरप्रीत सिंह ,C
awards and honors,"
8.  निम्नलिखित में से किसे ""पदम् विभूषण 2014"" पुरस्कार प्रदान किया गया ?
",    अमिताभ बच्चन ,    के० वेणु गोपाल ,    डॉ० डी० वी० हेगड़े ,    उपरोक्त सभी ,A
awards and honors,"
9.  निम्नलिखित में से किसे ""पदम् भूषण 2014"" पुरस्कार प्रदान किया गया ?
",    डॉ० विजय भाटकर ,    सुधा रघुनाथन ,    रजत शर्मा ,    उपरोक्त सभी ,B
awards and honors,"
10.  निम्नलिखित में से किसे ""पदम् भूषण 2014"" पुरस्कार नहीं मिला है ?
",    हरीश साल्वे ,    शिवकुमार स्वामी ,    प्रो० आर० श्रीनिवासन ,    डॉ० अशोक सेठ ,A
awards and honors,"
11.  फेमिना मिस इण्डिया वर्ल्ड – 2015 किसे चुना गया है?
",    आदिति आर्य ,    आफरीन रचेल वाज ,    वर्तिका सिंह ,    तान्या कपूर,B
awards and honors,"
12.  आई० सी० सी० क्रिकेट विश्व कप - 2015 का ख़िताब किस टीम ने जीता है?
",    न्यूजीलैंड ,    आस्ट्रेलिया ,    भारत ,    दक्षिण अफ्रीका,D
awards and honors,"
13.  62 वें राष्ट्रीय फिल्म पुरस्कारों में सर्वश्रेष्ठ अभिनेता किसे चुना गया?
",    विजय ,    शाहिद कपूर ,    आमिर खान,    तेजा रामचरण,D
awards and honors,"
14.  62 वें राष्ट्रीय फिल्म पुरस्कारों में सर्वश्रेष्ठ अभिनेत्री किसे चुना गया?
",    प्रियंका चोपड़ा ,    कंगना रनौत ,    विधा बालन ,    कृति सैनन,D
awards and honors,"
15.  वर्ष 2014 का चिकित्सा का नोबेल पुरस्कार किसे दिया गया है?
",    जॉन ओ कीफे ,    एडवर्ड मोजर ,    मे – ब्रिट मोजर ,    ये सभी ,A
awards and honors,"
16.  वर्ष 2014 का भौतिकी का नोबेल पुरस्कार किसे दिया गया है?
",    इसामू अकासाकी,    शुजी नाकामुरा,    हिरोशी अमानो ,    ये सभी,D
awards and honors,"
17.  वर्ष 2014 का रसायन का नोबेल पुरस्कार किसे दिया गया है?
",    एरिक बिटिजग,    एटीफन हेल ,    विलियम मोर्नर ,    ये सभी,D
awards and honors,"
18.  वर्ष 2014 का साहित्य का नोबेल पुरस्कार किसे दिया गया है?
",    पैट्रिक मोदियानो ,    हिरोशी अमानो,"    विलियम मोर्नर	",    मा यिंग जेरु ,C
awards and honors,"
19.  वर्ष 2014 का शांति का नोबेल पुरस्कार किसे दिया गया है?
",    कैलाश सत्यार्थी ,    मलाला युसुफजई,"    जेम्स हॉर्डी	",    (अ) व (ब) दोनों ,D
awards and honors,"
20.  निम्न में से किस खिलाड़ी को अर्जुन अवार्ड – 2014 दिया गया है?
",    शिखर धवन  ,    भुवनेश्वर कुमार ,    आर० अश्विन,    मुरली विजय  ,A
banking awareness,"
1.  भारतीय रिजर्व बैंक कब स्थापित किया गया?
",    1905,    1920,    1935,    1930,B
banking awareness,"
2.  भारतीय रिजर्व बैंक कब राष्ट्रीयकृत किया गया?
",    1905,    1920,    1935,    1949,A
banking awareness,"
3.  रिजर्व बैंक के पहले भारतीय गवर्नर थे – 
",    सी० डी० देशमुख,    डॉ मनमोहन सिंह ,    सी. रंगराजन ,    डी. सुब्बाराव ,A
banking awareness,"
4.  निम्न में से किस बैंक का नाम पहले “इम्पीरियल बैंक ऑफ इण्डिया” था?
",    भारतीय रिजर्व बैंक,    भारतीय स्टेट बैंक,    पंजाब नैशनल बैंक,    इलाहाबाद बैंक,B
banking awareness,"
5.  सार्वजानिक क्षेत्र के किस बैंक ने सबसे पहले क्रेडिट कार्ड पेश किया?
",    भारतीय स्टेट बैंक,    आई० सी० आई० सी० आई० बैंक  ,    इलाहाबाद बैंक ,    पंजाब नैशनल बैंक,B
banking awareness,"
6.  इंटरनेट बैंकिंग सुविधा उपलब्ध कराने वाला पहला भारतीय बैंक कौन सा है?
",    आई० सी० आई० सी० आई० बैंक ,    भारतीय स्टेट बैंक,    सिंडीकेट बैंक ,    सेंट्रल बैंक ऑफ़ इण्डिया ,B
banking awareness,"
7.  वह खता, जिसे लोग पैसे करने के लिए खोलते हैं और अपनी जमा की गयी राशि पर बैंक से ब्याज प्राप्त                                करते हैं तथा आवश्यकता अनुसार अपने खाते से कभी भी पैसे निकाल सकते हैं –
",    चालू खाता,    बचत खाता ,    आवर्ती जमा खाता ,    सावधि जमा खाता ,C
banking awareness,"
8.  वह खाता जो निश्चित राशि जमा करके एक निश्चित अवधि  के लिए खोला जाता है, कहलाता है |
",    आवर्ती जमा खाता ,    सावधि जमा खाता ,    बचत खाता ,    चालू खाता,A
banking awareness,"
9.  भारतीय रिजर्व बैंक का मुख्यालय कहाँ है?
","    	नई दिल्ली",    मुम्बई,    हैदराबाद,    बैंगलोर,A
banking awareness,"
10.  भारतीय प्रतिभूति एवं विनिमय बोर्ड (सेबी) का मुख्यालय कहाँ है?
","    	पुणे",    बैंगलोर,    मुम्बई,    दिल्ली ,C
banking awareness,"
11.  बीमा नियामक एवं विकास प्राधिकरण (IRDA) का मुख्यालय कहाँ है?
","    	हैदराबाद ",    बैंगलोर  ,    मुम्बई,    दिल्ली ,A
banking awareness,"
12.  भारतीय दूरसंचार नियामक प्राधिकरण (TRAI) का मुख्यालय कहाँ है?
","    	नई दिल्ली",    गुजरात ,    पुणे ,    बैंगलोर  ,D
banking awareness,"
13.  अर्थशास्त्र में नोबेल पुरस्कार प्राप्त करने वाले व्यक्ति थे?
","    	रविन्द्र नाथ टैगोर ",    सी० वी० रमन ,    अमर्त्य सेन ,    डॉ० राधाकृष्णन,B
banking awareness,"
14.  “Banking for all” किस बैंक की टैगलाइन है?
",    आई० सी० आई० सी० आई० बैंक ,    आई० डी० बी० आई० बैंक ,"    	एच० डी० एफ० सी० बैंक ",    भारतीय स्टेट बैंक,C
banking awareness,"
15.  ई-कॉमर्स वेबसाइट “अलीबाबा” किस देश की है?
",    अमेरिका,    जापान,    भारत ,    चीन ,C
banking awareness,"
16.  विश्व स्वास्थ्य संगठन (WHO) का मुख्यालय कहाँ है?
",    न्यूयार्क,    जिनेवा ,    पेरिस ,    लन्दन,B
banking awareness,"
17.  अन्तर्राष्ट्रीय मुद्रा कोष (IMF) का मुख्यालय कहाँ है?
",    लन्दन,    न्यूयार्क,    वाशिंगटन DC,    पेरिस ,D
banking awareness,"
18.  विश्व बैंक का का मुख्यालय कहाँ है?
","    	अमेरिका",    लन्दन,    वाशिंगटन DC,    न्यूयार्क ,A
banking awareness,"
19.  नैशनल स्टॉक एक्सचेंज स्थित है -
",    नई दिल्ली,    मुम्बई,    कोलकाता,    बैंगलोर  ,B
banking awareness,"
20.  निम्न में से किस बैंक की शाखाएं सबसे ज्यादा हैं?
",    इलाहाबाद बैंक,    एच० डी० एफ० सी० बैंक ,    आई० सी० आई० सी० आई० बैंक,    भारतीय स्टेट बैंक,C
books and authors,"
1.  ""इनोवेशन इन इण्डिया"" नामक पुस्तक के लेखक कौन हैं ?
",    श्याम वी० रमानी,    अरुण कुमार ,    मीनाक्षी चौधरी ,    ए० जी० नूरानी,A
books and authors,"
2.  ""नरेन्द्र मोदी : द गेम चेंजर"" नामक किताब किसने लिखी है ?
",    फैसल अल्काजी ,    सुदेश वर्मा ,    प्रबीर दे ,    आर० डी० प्रधान ,B
books and authors,"
3.  ""ए वर्ल्ड विदिन"" नामक पुस्तक किसने लिखी है ?
",    तरुण विजय ,    प्रबीर डे,    मीनाक्षी चौधरी ,    सार्थक सेन गुप्ता ,A
books and authors,"
4.  प्रसिद्ध पुस्तक ""टू ईयर्स एट मंथ्स एंड ट्वेंटी एट नाइट्स"" नामक पुस्तक किसके द्वारा लिखी गयी है ?
",    सलमान रश्दी ,    तसलीमा नसरीन ,    एल सी वेनेट ,    न्यूमेन फ्रीमेन,C
books and authors,"
5.  ""वन लाइफ इज नॉट एनफ"" नामक पुस्तक किसने लिखी है ?
",    प्रबीर डे,    नटवर सिंह ,    लीमा धर ,    सलमान रश्दी,A
books and authors,"
6.  ""एसेज ऑन हिन्दुइज्म"" नामक पुस्तक के लेखक हैं ?
",    करन सिंह ,    नटवर सिंह ,    अरुण कुमार ,    सार्थक सेन गुप्ता ,A
books and authors,"
7.  ""यू टच्ड माय हार्ट"" नामक पुस्तक किसने लिखी ?
",    नटवर सिंह ,    करन सिंह ,    लीमा धर ,    नंदिनी मजूमदार,C
books and authors,"
8.  ""गुड गवर्नेंस - नेवर ऑन इंडियाज राडार"" नामक पुस्तक किसने लिखी है ?
",    माधव गोडबोले ,    सुमिता कुमार ,    करन सिंह ,    नटवर सिंह ,D
books and authors,"
9.  ""स्टेबिलिटी एंड ग्रोथ इन साउथ एशिया"" नामक पुस्तक के लेखक कौन हैं ?
",    सुमिता कुमार ,    नटवर सिंह ,    करन सिंह ,    लीमा धर ,A
books and authors,"
10.  ""मीटिंग्स विद रिमार्केबल वीमेन"" नामक पुस्तक किसके द्वारा लिखी गई है ?
",    माधव गोडबोले ,    संजय बारू ,    करण सिंह ,    आनंदा भट्टाचार्य ,B
books and authors,"
11.  द इण्डियन पार्लियामेंट – ए क्रिटीकल अप्रेजल” नामक किताब के लेखक कौन हैं?
",    सुधा पाई ,    अविनाश कुमार,    मीरा कुमार ,    (अ) तथा (ब) दोनों ,C
books and authors,"
12.  “इण्डियन पार्लियामेंट्री डिप्लोमेसी – स्पीकर्स पर्सपेक्टिव” नाम किताब किसने लिखी है?
",    मीरा कुमार,    सुधा पाई,    अविनाश कुमार,    अमिताव घोष,A
books and authors,"
13.  फेसस एण्ड प्लेसस” नामक किताब किसने लिखी है?
",    अखिल शर्मा ,    प्रो० दीपक नायर ,    अमिताव घोष ,    अविनाश कुमार,C
books and authors,"
14.  “फैमिली लाईफ” नामक किताब किसने लिखी है?
",    गरिमा संजय ,    विनोद मेहता ,    अखिल शर्मा ,    सुधा पाई,A
books and authors,"
15.  “माई एक्सपेरिमेन्ट्स विद ट्रुथ” नामक किताब किसने लिखी है?
",    महात्मा गाँधी ,    रविन्द्र नाथ टैगोर  ,    जवाहर लाल नेहरु ,    डा० राजेन्द्र प्रसाद,B
books and authors,"
16.  “अ पैसेज टू इण्डिया” नामक किताब किसने लिखी है?
",    रविन्द्र नाथ टैगोर  ,    महात्मा गाँधी,    ई० एम० फोरस्टर,    जवाहर लाल नेहरु,B
books and authors,"
17.  ""डिस्कवरी ऑफ़ इण्डिया” नामक किताब किसने लिखी है?
",    पण्डित जवाहर लाल नेहरु,    डा० राजेन्द्र प्रसाद,    महात्मा गाँधी,    रविन्द्र नाथ टैगोर,C
books and authors,"
18.  “पब्लिक इश्यूज बिफोर पार्लियामेंट” नामक किताब किसने लिखी है?
",    अविनाश कुमार,    विजय दर्डा ,    दमन सिंह ,    नटवर सिंह ,C
books and authors,"
19.  “रन्स इन रुइन्स” नामक किताब किसने लिखी है?
",    कपिल देव ,    सुनील गावस्कर ,    सचिन तेंदुलकर ,    शोएब अख्तर ,D
books and authors,"
20.  “माय कंट्री माय लाईफ” नामक किताब किसने लिखी है?
",    जवाहर लाल नेहरु,    मन मोहन सिंह ,    एल० के० आडवाणी ,    ममता बैनर्जी,B
famous day and dates,"
1.  गणतन्त्र दिवस कब मनाया जाता है?
","    15 अगस्त	",    10 अगस्त,    26 जनवरी,    25 फरवरी,B
famous day and dates,"
2.  	स्वतन्त्रता दिवस कब मनाया जाता है?
",    25 फरवरी,    26 जनवरी,    10 अगस्त,    15 अगस्त,A
famous day and dates,"
3.  विश्व पर्यावरण दिवस कब मनाया जाता है?
",    5 जुलाई,    5 जून,"    5 सितम्बर	",    5 अक्टूबर,B
famous day and dates,"
4.  	बाल अधिकार दिवस किस दिन मनाया जाता है?
",    12 नवम्बर,    14 नवम्बर,    24 नवम्बर,    5 दिसम्बर,C
famous day and dates,"
5.  शहीद दिवस किस दिन मनाया जाता है?
","    30 जनवरी	","    10 जनवरी	",    1 दिसम्बर,    5 जनवरी,A
famous day and dates,"
6.  8 मार्च को किस रूप में मानते हैं?
",    युवा दिवस,    अन्तराष्ट्रीय महिला दिवस,    विश्व पर्यावरण,    शहीद दिवस,C
famous day and dates,"
7.  	शिक्षक दिवस कब मनाया जाता है?
",    16 अक्टूबर,    8 सितम्बर,    5 सितम्बर,    27 सितम्बर,C
famous day and dates,"
8.  राष्ट्रीय एकता दिवस कब मनाया जाता है?
",    19 नवम्बर,    15 नवम्बर,    8 दिसम्बर,    10 दिसम्बर,A
famous day and dates,"
9.  किसान दिवस कब मनाया जाता है?
",    22 दिसम्बर,    23 दिसम्बर,    5 दिसम्बर,    30 जनवरी,A
famous day and dates,"
10.  विश्व जल सरंक्षण दिवस कब मनाया जाता है?
",    5 जुलाई,    5 जून,    22 मार्च,    15 मार्च,C
famous day and dates,"
11.  	विश्व उपभोक्ता अधिकार दिवस मनाया जाता है –
",    15 मार्च,    10 मार्च,    5 जून,    1 सितम्बर,A
famous day and dates,"
12.  विश्व स्वास्थ्य दिवस किस दिन मनाया जाता है?
",    7 अप्रैल ,    10 अप्रैल ,    15 अप्रैल ,    5 मई,C
famous day and dates,"
13.  	विश्व एड्स दिवस कब मनाया जाता है?
",    5 जून,    7 अप्रैल ,    1 दिसम्बर,    5 दिसम्बर,D
famous day and dates,"
14.  विश्व जनसंख्या दिवस कब मनाया जाता है?
",    11 जुलाई,    1 जुलाई,    5 जून,    1 सितम्बर,B
famous day and dates,"
15.  अन्तराष्ट्रीय महिला दिवस कब मनाया जाता है?
",    1 मार्च,    10 मार्च,    8 मार्च,    12 मार्च,A
famous day and dates,"
16.  10 दिसम्बर किसलिए मनाया जाता है?
",    विश्व स्वास्थ्य दिवस,    संयुक्त राष्ट्र दिवस,    विश्व रेड क्रॉस दिवस,    मानवाधिकार दिवस,C
famous day and dates,"
17.  हिन्दी दिवस कब मनाया जाता है?
",    27 सितम्बर,    14 सितम्बर,    5 सितम्बर,    1 सितम्बर,D
famous day and dates,"
18.  सामाजिक अधिकारिता स्मृती दिवस कब मनाया जाता है?
",    20 मार्च,    10 मार्च,    30 जनवरी,    5 जून,A
famous day and dates,"
19.  राष्ट्रीय पक्षी दिवस कब मनाया जाता है?
",    13 दिसम्बर,    18 दिसम्बर,    12 नवम्बर,    12 अक्टूबर,C
famous day and dates,"
20.  	प्रवासी भारतीय दिवस कब मनाया जाता है?
",    25 नवम्बर,    31 दिसम्बर,    1 जनवरी,    9 जनवरी,A
general awareness,"
1.  भारत ने जनवरी 2015 में कंटेनर आधारित अग्नि - V मिसाइल का सफल परिक्षण किया | इस परिक्षण के साथ भारत विश्व के उन पांच देशो में शामिल हो गया है जो अन्तर महाद्वीपीय बैलिस्टिक मिसाइल से लैस हैं | यह परिक्षण कहाँ किया गया?

",    चांदीपुर (ओडिशा),    श्रीहरिकोट (आंध्रप्रदेश),    तिरुवनंतपुरम (केरल),    हैदराबाद (आंध्रप्रदेश),B
general awareness,"
2.  भारत ने जनवरी 2015 में कंटेनर आधारित अग्नि - V मिसाइल का सफल परिक्षण चांदीपुर स्थित इंटीग्रेटेड टेस्ट रेंज से किया था | यह परिक्षण कब किया गया था?
",    28 जनवरी ,    25 जनवरी ,    31 जनवरी ,    20 जनवरी ,B
general awareness,"
3.  जलवायु परिवर्तन पर 15वाँ दिल्ली सतत विकास सम्मलेन कब सम्पन्न हुआ था?
",    5-7 फरवरी 2015,    10-15 फरवरी 2015,    25-30 जनवरी 2015,    20-25 जनवरी 2015,D
general awareness,"
4.  मोबाइल हैण्डसेट निर्माता कम्पनी ""जियोमी"" किस देश की कम्पनी है?
",    भारत ,    चीन ,    जापान ,    कोरिया ,B
general awareness,"
5.  23 दिसम्बर 2014 को ""वेब आधारित शिक्षण कार्यक्रम"" लागू करने वाला देश का पहला राज्य है -
",    दिल्ली ,    अरुणाचल प्रदेश ,    गुजरात ,    कर्नाटक ,D
general awareness,"
6.  निम्न में से किस बैंक की शाखाएं सबसे हैं?
",     इलाहाबाद बैंक ,     एच० डी० एफ० सी० बैंक ,    आई० सी० आई० सी० आई० बैंक  ,     भारतीय स्टेट बैंक,B
general awareness,"
7.  	“ज्ञानपीठ” सम्मान 2014”  किस लेखक को प्रदान किया गया है ? 
",    नामवर सिंह    ,    भालचन्द्र नेमाडे     ,    केदार नाथ सिंह   ,    विश्वनाथ भारती ,D
general awareness,"
8.  	4 फरवरी, 2015 को जारी “बौद्धिक सम्पदा सूचकांक रिपोर्ट 2015 के अनुसार 30 देशों की सूची  में भारत का कौनसा स्थान हैं ?
",    26 वाँ   ,    27 वाँ   ,    28 वाँ   ,    29 वाँ ,C
general awareness,"
9.  जनवरी 2015 में ट्विटर द्वारा अधिग्रहित कम्पनी “ जिप डायल” किस क्षेत्र से सम्बन्धित कम्पनी हैं ?
",    माइक्रो ब्लाँगिंग साइट चलाने वाली कम्पनी   ,    मोबाइल वैल्यू एडेड सर्विस प्रदाता कम्पनी ,    टी – शर्ट बनाने वाली कम्पनी ,    एकाउंट्स की देखरेख करनी वाली कम्पनी,B
general awareness,"
10.  	हाल ही में भारत के किस पडोसी देश के प्रधानमंत्री / राष्ट्रपति के विरुद्ध वहाँ की संसद ने महाभियोग की मंजूरी दी है ?
",    म्यांमार,    मालदीव्स,    नेपाल,    थाईलैंड ,B
general awareness,"
11.  	जनवरी 2015 में जारी “आर्थिक असमानता की बढती खाई” से सम्बन्धित रिपोर्ट है | 
",    वीक रिपोर्ट ,    एक्सल रिपोर्ट ,    ऑक्स फैम रिपोर्ट,    दावोस रिपोर्ट,B
general awareness,"
12.  	28 जनवरी 2015 को भारत एवं जर्मनी के मध्य किस एक तथ्य पर सहमति हुई है? 
",    परमाणु उर्जा,    स्मार्ट सिटी,    पर्यावरण,    पर्यटन,A
general awareness,"
13.  सीनियर राष्ट्रीय स्नूकर चैंपियनशिप 2015 कहाँ आयोजित हुआ?
",    दिल्ली,    कोलकाता,    मुम्बई,    चेन्नई ,A
general awareness,"
14.  	जनवरी 2015 में किसे विदेश सचिव नियुक्त किया गया?
",    एस : अभयशंकर,    एस : जयशंकर,    एस : शिवशंकर,    सुजाता सिंह ,B
general awareness,"
15.  26 जनवरी, 2015 को पॉवर फाइनेन्स कार्पोरेशन लिमिटेड का चेयरमैन किसे नियुक्त किया गया?
",    एम. के. गोयल,    सरस्वती मेनन,    सिन्धु श्री खुल्लर,    इनमें से कोई नहीं ,B
general awareness,"
16.  जनवरी 2015 में किस व्यक्ति को नीति आयोग का मुख्य कार्यकारी अधिकारी नियुक्त किया गया?
",    सिन्धु श्री खुल्लर,    अरविन्द पनगढ़िया,    किरण बी. बडोडरिय,    अशोक प्रसाद ,A
general awareness,"
17.  मेनिन्जाइटीस निम्नलिखित में से किस प्रकार का ज्वर हैं? 
",    काला ज्वर,"    मष्तिष्क ज्वर	","    ये दोनों	",    इनमे से कोई नहीं ,A
general awareness,"
18.  	“सुपर एंटीबायोटिक” के रूप में निर्मित दवा को क्या नाम दिया गया?
",    जर्मिसिडिन,    टैक्सोबैक्टिन,    बीटा सैक्टम    ,    इनमे से कोई नहीं ,B
general awareness,"
19.  	निम्नलिखित में से किस कम्पनी को “एशियाज मोस्ट प्रोग्रामिंग ब्रेंड 2013 -14” से नवाजा गया है? 
",    डॉ० अर्थो,    टाटा ड्रयूरा शाइन,    एल एंड टी फाइनेन्स ,    एल एंड टी रियलिटी ,D
general awareness,"
20.  	सितम्बर – अक्टूबर 2015 में आयोजित होने वाली वर्ल्ड ब्रिज चैम्पियनशिप 2015 कहाँ आयोजित होगी? 
",    भारत ,    श्रीलंका,    बांग्लादेश,    पाकिस्तान ,B
marketing awareness,"
1.  यदि एक कंपनी मूल्य, प्रचार, वितरण तथा उत्पाद के सही संयोजनों को विकसित करने पर केंद्रित है तो वह कंपनी निम्न में से किसका विकास कर रही है ?
",    मार्किटिंग पॉलिसी ,    मार्किटिंग मिक्स ,    मार्किटिंग डिस्काउंट ,    मार्किटिंग रिसर्च एक्सपेरिमेंट ,C
marketing awareness,"
2.  	“मार्केट सेगमेंटेशन” का विचार आधारित है -
",    केवल सेल्फ – सिंगल प्रोडक्ट पर ,    सम्पूर्ण बाजार पर,    कम राशि व्यय करने पर ,    विभिन्न उपभोक्ता समूहों को “सेगमेंट” के रूप में एकीकृत करने पर ,B
marketing awareness,"
3.  	“ग्रेडिंग” का आशय उत्पादों को विभिन्न वर्गों में ...................... करने से है |
",    प्लानिंग ,    विभाजित,    विपणन ,    मिश्रित,A
marketing awareness,"
4.  	“मॉडर्न मार्केटिंग” का झुकाव .................. की ओर होता है |
",    उत्पाद,    लाभ,    उपभोक्ता,    मूल्य,C
marketing awareness,"
5.  एक व्यक्ति अपने मित्रों से एक फैमिली डॉक्टर का सुझाव देने के बारे में पूछ रहा है | यह प्रकिया ............. के अंतर्गत आती है |
",    सोशल ग्रुप ,    रेफरेन्स ग्रुप,    टीम ग्रुप ,    सिचुएशनल ग्रुप,A
marketing awareness,"
6.  	एक उत्पाद को भिन्न मूल्यों पर बेचने की प्रकिया क्या कहलाती है?
",    डुअल प्राइजिंग ,    मोनोपोली प्राइजिंग,    मल्टी प्राइजिंग,    प्राइज लाइनिंग  ,C
marketing awareness,"
7.  जब “आई – पैड” बाजार में आया तो “वॉकमेन” की मांग घट गयी | यह किसका उदाहरण है?
",    पूर्ण माँग ,    नकारात्मक माँग ,    क्षीण माँग,    प्रछन्न माँग,C
marketing awareness,"
8.  	किसी उत्पाद की विशेषता दिखाने के लिए जब उसके मूल्य में वृद्धि की जाती है तो यह किसका उदाहरण है?
",    स्किमिंग प्राइजिंग,    प्रिमियम प्राइजिंग,    बण्डल प्राइजिंग,    पेनेट्रेटिंग प्राइजिंग,D
marketing awareness,"
9.  	एक उत्पाद का मूल्य उसके ...............को प्रभावित कर सकता है |
",    प्रचार,    पैकिंग,    माँग,    मार्केटिंग,D
marketing awareness,"
10.  	सेल्स प्रोमोशन एडवरटाइजिंग का प्राथमिक लक्ष्य ................ को सकारात्मक रूप से प्रभावित करना है |
",    उत्पादन ,    विक्रय,    क्रय,    मूल्य,B
marketing awareness,"
11.  किसी विक्रेता का प्रदर्शन निर्भर करता है -
",    वेतन का भुगतान ,    वेतन इंसेंटिव का भुगतान ,    बिक्री टीम का आकार ,    विक्रेता की क्षमता और इच्छा ,C
marketing awareness,"
12.  S.M.E. का अर्थ है 
",    सेलिंग एंड मार्केटिंग एस्टाब्लिश्मेंट,    सेलिंग एंड मैंनेजिंग एम्प्लोयी ,    सेल्स एंड मार्केटिंग  एम्प्लोयी ,    स्माल एंड मीडियम एंटरप्राइजेज,C
marketing awareness,"
13.  क्रॉस बिक्री निम्न में से किस उत्पाद के लिए प्रभावी नहीं है?
",    डेबिट कार्ड ,    बचत खाता ,    इंटरनेट बैंकिंग ,    पर्सनल लोन ,D
marketing awareness,"
14.  किसी कंपनी की विकास की रणनीति में निम्न में से कौन सा शामिल नहीं है?
",    क्षैतिज एकीकरण ,    उर्ध्वाधर एकीकरण ,    गहनता ,    विविधता ,D
marketing awareness,"
15.  बाजार संचालित रणनीति के लिए चुनौती है -
",    उत्पादों की अधिकतम बिक्री ,    अधिक से अधिक लाभ ,    ग्राहकों को बेहतर मूल्य देना ,    लागत में कटौती ,D
marketing awareness,"
16.  सर्वेक्षण अनुसंधान का प्रमुख लाभ है इसका 
",    सरलता ,    संरचना ,    संगठन ,    लचीलापन ,B
marketing awareness,"
17.  किसी उत्पाद की बिक्री तथा पुरे जीवन काल में लाभ का क्रम: कहलाता है -
",    बिक्री चार्ट ,    गतिशील विकास की अवस्था ,    अभिग्रहण प्रक्रिया ,    उत्पाद का जीवन चक्र ,B
marketing awareness,"
18.  विदेशी कम्पनियों के साथ मिलकर किसी उत्पाद का उत्पादन करना, बेचना या सेवा देना कहलाता है -
",    प्रत्यक्ष निर्यात ,    अप्रत्यक्ष निर्यात ,    लाइसेंस देना ,    संयुक्त व्यापार ,C
marketing awareness,"
19.  मार्केटिंग का दीर्घकालिक उद्देश्य है -
",    लागत में कटौती ,    ग्राहक की संतुष्टि के साथ अधिक से अधिक लाभ ,    ग्राहक की संतुष्टि ,    अधिक से अधिक लाभ ,C
marketing awareness,"
20.  उत्पादन या बिक्री के स्तर के साथ जो लागत नहीं बदलती है, कहलाती है -
",    परिवर्तनीय लागत ,    निश्चित लागत ,    मानक लागत ,    स्वतंत्र लागत ,B
sports,"
1.  	भारत का राष्ट्रीय खेल क्या है?
",    कबड्डी ,    क्रिकेट ,    हॉकी ,    शतरंज ,C
sports,"
2.  	क्रिकेट खेल की शुरुआत किस देश से हुई थी?
",    ऑस्ट्रेलिया ,    भारत ,    इंग्लैंड ,    वेस्ट इंडीज ,A
sports,"
3.  	क्रिकेट की प्रत्येक टीम में कितने खिलाड़ी होते हैं?
",    2,    11,    12,    7,C
sports,"
4.  क्रिकेट के खेल में एक ओवर में कितनी गेंदे फेंकी जाती हैं?
",    4,    12,    6,    8,C
sports,"
5.  	कबड्डी के खेल में प्रत्येक टीम में कितने खिलाड़ी होते हैं?
",    7,    8,    11,    5,A
sports,"
6.  	बास्केट बॉल के खेल में दोनों ओर कितने – कितने खिलाड़ी होते हैं?
",    6,    7,    5,    4,A
sports,"
7.  वालीबॉल की प्रत्येक टीम में कितने खिलाड़ी होते हैं?
",    9,    2,    6,    11,B
sports,"
8.  	बेसबॉल की प्रत्येक टीम में कितने खिलाड़ी होते हैं?
",    9,    6,    2,    11,A
sports,"
9.  पोलो के खेल में प्रत्येक टीम में कितने खिलाड़ी होते हैं?
",    4,    2,    6,    11,A
sports,"
10.  	मारिया शारापोवा किस देश की महिला खिलाड़ी है?
",    स्पेन ,    रूस ,    स्वीटजरलैंड ,    अमेरिका ,B
sports,"
11.  	प्रसिद्ध टेनिस खिलाड़ी रोजर फेडरर का सम्बन्ध किस देश है?
",    स्वीटजरलैंड ,    इंग्लैंड ,    स्पेन,    स्वीडन,A
sports,"
12.  	गोल्फ के प्रसिद्ध खिलाड़ी टाइगर वुड्स किस देश के खिलाड़ी हैं?
",    संयुक्त राष्ट्र अमेरिका ,    रूस ,    फ्रांस ,    स्पेन ,B
sports,"
13.  	“फ्लाइंग सिक्ख” (Flying Sikh) के नाम से किसे जाना जाता है?
",    बहादुर सिंह ,    मिल्खा सिंह ,    मोहिन्दर सिंह ,    सुरजीत सिंह ,B
sports,"
14.  	“उड़नपरी” किसे कहा जाता है?
",    पी० टी० ऊषा ,    शाइनी अब्राहम ,    सुनीता रानी ,    अंजू जार्ज ,C
sports,"
15.  “डेविस कप” किस खेल से सम्बन्धित है?
",    टेबल टेनिस ,    लान टेनिस ,    हॉकी ,    बैडमिंटन ,C
sports,"
16.  क्रिकेट में पिच की लम्बाई कितने होती है?
",    22 मीटर,    20.12 मीटर,    20 गज,    20.12 गज ,B
sports,"
17.  	हॉकी में पेनल्टी स्ट्रोक कितनी दूर से मारा जाता है?
",    15 गज ,    10 गज,    8 गज,    12 गज,A
sports,"
18.  क्रिकेट की अन्तर्राष्ट्रीय संस्था है –
",    FIDE,    FIFA,    ICC,    IHF,C
sports,"
19.  	हॉकी की अन्तर्राष्ट्रीय संस्था है –
",    ICC,    IHF,    FIFA,    FIDE,C
